Order ID,Date,Product,Category,Price,Quantity,Total Sales,Customer Name,Customer Location,Payment Method,Status
ORD0247,30-03-25,Jeans,Clothing,43.218049564210254,0.9617560065903539,39.28829770997218,Sophia Miller,Dallas,Debit Card,Cancelled
ORD0063,30-03-25,Smartphone,Electronics,480.8890746832947,4.994085712469849,2359.4758905553863,Emma Clark,Miami,Gift Card,Completed
ORD0010,12-03-25,Smartphone,Electronics,447.70777226828574,1.0133374795819776,501.9257529221174,Emily Johnson,San Francisco,Credit Card,Cancelled
ORD0053,24-03-25,Running Shoes,Footwear,57.710030335928636,4.203075971593427,249.9451749810135,Emily Johnson,Los Angeles,PayPal,Completed
ORD0021,05-02-25,Headphones,Electronics,96.99264134050142,2.8656925102975137,290.16901707446095,Chris White,Miami,Debit Card,Cancelled
ORD0231,16-02-25,Laptop,Electronics,800.2806804732835,4.804424825048989,4055.9662591807564,Jane Smith,Boston,Credit Card,Cancelled
ORD0019,22-03-25,Running Shoes,Footwear,62.122436026941315,3.2517662499753093,182.0943985921188,Olivia Wilson,Houston,Credit Card,Completed
ORD0174,13-03-25,Smartwatch,Electronics,161.09327910942403,1.89876619772907,334.3308325679799,David Lee,Chicago,Debit Card,Pending
ORD0154,01-03-25,Headphones,Electronics,95.89722411516462,1.8462877517096083,188.1063890086672,John Doe,Denver,Debit Card,Completed
ORD0189,10-02-25,Laptop,Electronics,761.7805349358329,2.9296340043100937,2363.1961483925393,Jane Smith,Houston,Amazon Pay,Completed
ORD0203,21-02-25,Refrigerator,Home Appliances,1220.1228403629036,3.0971900993442976,3492.4497364002978,John Doe,Dallas,Debit Card,Completed
ORD0150,08-02-25,Book,Books,13.589624905038548,4.456023562737306,64.06041005339286,Daniel Harris,Chicago,Gift Card,Cancelled
ORD0135,10-02-25,T-Shirt,Clothing,19.858158311788948,1.0234379488723677,19.033420358390604,Olivia Wilson,Miami,Credit Card,Pending
ORD0236,05-03-25,Smartphone,Electronics,506.90050346336113,4.737711341125462,2430.6938104886617,John Doe,Boston,PayPal,Completed
ORD0128,23-03-25,Smartwatch,Electronics,134.1601471490907,2.117097217687506,311.3586503239038,Emily Johnson,Dallas,PayPal,Cancelled
ORD0113,19-03-25,Book,Books,14.896805692297933,4.886069276031692,79.6027691279178,David Lee,San Francisco,Debit Card,Pending
ORD0227,02-04-25,Headphones,Electronics,110.26112300259516,5.3742360086266,511.4380145861559,Emma Clark,Miami,Amazon Pay,Cancelled
ORD0082,24-02-25,Smartphone,Electronics,495.8778787146375,2.723480818027033,1489.7416478501304,Jane Smith,Seattle,Debit Card,Cancelled
ORD0158,24-02-25,Laptop,Electronics,766.5320871845881,2.8102693528359546,2226.7761300601487,Chris White,Miami,Debit Card,Pending
ORD0237,11-02-25,Headphones,Electronics,91.71633222711407,3.2277864206677362,290.7532373532885,Michael Brown,Houston,Debit Card,Cancelled
ORD0175,24-03-25,Jeans,Clothing,37.41330176579897,5.398900480119373,197.3306084179908,David Lee,New York,Debit Card,Cancelled
ORD0106,15-03-25,T-Shirt,Clothing,21.65802148525747,3.149564608908915,56.31574043491729,Olivia Wilson,Chicago,PayPal,Pending
ORD0175,24-03-25,Jeans,Clothing,42.871098658383104,5.409900713525142,210.02415217495795,David Lee,New York,Debit Card,Cancelled
ORD0214,18-02-25,Smartwatch,Electronics,130.8985531767925,5.027759854493165,718.9654594127702,Emily Johnson,Houston,Debit Card,Completed
ORD0012,13-03-25,Jeans,Clothing,40.14634256415502,3.9577160324817102,166.12478985610554,Michael Brown,Dallas,Credit Card,Completed
ORD0144,27-02-25,Jeans,Clothing,35.149848547561966,2.1103112737637986,79.89986430175651,Michael Brown,Los Angeles,Gift Card,Cancelled
ORD0240,09-02-25,Smartwatch,Electronics,143.61621332289735,0.9922839141753687,158.0644292042932,John Doe,Denver,Gift Card,Pending
ORD0085,06-02-25,Smartphone,Electronics,509.8624465523603,5.555425469498241,2313.937939124199,Michael Brown,Houston,PayPal,Completed
ORD0206,12-02-25,Washing Machine,Home Appliances,598.4539255642379,5.0445647455819485,2745.9985301791576,Emma Clark,Miami,Amazon Pay,Pending
ORD0049,18-02-25,Smartphone,Electronics,483.1945928350213,4.129177275600122,2074.3584516748638,Emma Clark,Chicago,Debit Card,Completed
ORD0127,18-02-25,T-Shirt,Clothing,20.7711634838276,3.0899080222171,60.23642040400751,Emma Clark,Dallas,Debit Card,Completed
ORD0196,04-03-25,Headphones,Electronics,105.2008939677219,4.955728937451267,484.52093825818497,Daniel Harris,Seattle,Debit Card,Pending
ORD0012,13-03-25,Jeans,Clothing,41.42030714080466,4.006553418825953,166.33304450613974,Michael Brown,Dallas,Credit Card,Completed
ORD0146,25-03-25,Smartwatch,Electronics,150.8107644871768,1.9460898982745203,314.7792625652343,Emma Clark,Boston,Debit Card,Completed
ORD0097,25-03-25,Book,Books,15.60312078371878,4.8140273866234535,76.78930578064372,Olivia Wilson,Chicago,Amazon Pay,Pending
ORD0167,20-03-25,Refrigerator,Home Appliances,1122.0608375842296,1.8887395081274314,2517.1371382489733,Olivia Wilson,Seattle,Credit Card,Completed
ORD0246,17-03-25,T-Shirt,Clothing,18.804602865719374,2.0306225571136443,41.82152735378171,Daniel Harris,Miami,Debit Card,Cancelled
ORD0094,25-03-25,Jeans,Clothing,39.5379703615196,5.028749752872557,201.14946611533733,Daniel Harris,Seattle,Credit Card,Cancelled
ORD0153,23-02-25,Smartwatch,Electronics,151.48067165181487,4.704674583255341,672.0904523735941,Sophia Miller,San Francisco,PayPal,Pending
ORD0063,30-03-25,Smartphone,Electronics,503.4916430530322,5.120758312041329,2418.985114927198,Emma Clark,Miami,Gift Card,Completed
ORD0008,02-03-25,Smartphone,Electronics,508.77780804187887,0.9459894676400464,518.0195019405681,Sophia Miller,Miami,PayPal,Completed
ORD0116,19-03-25,Laptop,Electronics,751.7496286147527,3.9414833475771665,3550.999593373903,Emma Clark,Los Angeles,Amazon Pay,Completed
ORD0147,05-02-25,Running Shoes,Footwear,63.632313148361945,5.201041236377603,310.5913145572126,Jane Smith,Dallas,PayPal,Pending
ORD0074,25-03-25,Refrigerator,Home Appliances,1173.5499082946117,4.0566130657532,4730.210040135489,Jane Smith,Dallas,Gift Card,Cancelled
ORD0077,20-03-25,Headphones,Electronics,97.8365081211722,2.0320282504884233,208.37094162404242,Daniel Harris,Houston,Credit Card,Completed
ORD0095,17-02-25,Smartwatch,Electronics,144.4027868851055,3.86387352210153,580.5579228055727,Chris White,New York,Debit Card,Cancelled
ORD0088,06-02-25,Refrigerator,Home Appliances,1206.520982781152,1.9519637297680001,2237.852424069149,Chris White,Seattle,Debit Card,Pending
ORD0045,15-03-25,Refrigerator,Home Appliances,1224.0444828962536,3.1000482389421204,3613.349534484303,Daniel Harris,New York,Credit Card,Pending
ORD0147,05-02-25,Running Shoes,Footwear,53.802960638046365,5.206027399051123,334.42230752180404,Jane Smith,Dallas,PayPal,Pending
ORD0225,11-03-25,Jeans,Clothing,41.71580369070669,1.0056071402986637,39.64538694867237,Sophia Miller,New York,Gift Card,Cancelled
ORD0205,27-02-25,Headphones,Electronics,105.24333470161548,2.17187865233172,214.52319667813157,David Lee,Houston,PayPal,Completed
ORD0198,20-02-25,Laptop,Electronics,786.7073948417066,3.8327755262237737,3420.791438672581,Jane Smith,Seattle,Amazon Pay,Pending
ORD0031,24-03-25,Smartphone,Electronics,496.7452419285069,1.0465402570684306,475.3871832122211,John Doe,Houston,Gift Card,Pending
ORD0113,19-03-25,Book,Books,15.848768910543493,5.0371983860540865,71.44911292529389,David Lee,San Francisco,Debit Card,Pending
ORD0071,16-03-25,Smartwatch,Electronics,145.55499440228732,5.282594567791309,745.6171081632747,John Doe,Denver,Credit Card,Pending
ORD0190,23-02-25,Running Shoes,Footwear,61.839358360311685,1.0927328580454003,60.55952410140617,Sophia Miller,Houston,PayPal,Completed
ORD0043,08-02-25,T-Shirt,Clothing,20.3886700522795,4.095423293950664,81.85487158777357,Jane Smith,Denver,Credit Card,Pending
ORD0059,01-04-25,Smartwatch,Electronics,147.9052126680935,1.9746413734249564,332.1648062253365,Daniel Harris,Dallas,Credit Card,Cancelled
ORD0087,13-03-25,Running Shoes,Footwear,63.51183442656271,5.185765826764718,297.813026035649,Emma Clark,Miami,Debit Card,Completed
ORD0188,14-02-25,Book,Books,14.513623137803561,1.0353881954516126,13.907572608502562,John Doe,Boston,Amazon Pay,Completed
ORD0062,10-02-25,Laptop,Electronics,811.7437803033492,4.8505621311875515,3650.4372301184144,Olivia Wilson,San Francisco,PayPal,Completed
ORD0188,14-02-25,Book,Books,13.777862480027213,0.93125719325025,15.674743507290984,John Doe,Boston,Amazon Pay,Completed
ORD0047,26-03-25,T-Shirt,Clothing,20.118553481608995,2.0309580587782645,42.103365028709334,Chris White,Miami,Gift Card,Cancelled
ORD0072,07-03-25,Laptop,Electronics,782.1329348272473,3.106890733052828,2507.02610894809,Daniel Harris,Houston,Credit Card,Pending
ORD0224,18-03-25,Refrigerator,Home Appliances,1189.7896227467224,1.058026466152165,1192.4418413477154,Jane Smith,Miami,PayPal,Completed
ORD0187,13-03-25,Laptop,Electronics,776.5099712915362,2.871373441165673,2443.549408390579,John Doe,New York,PayPal,Pending
ORD0072,07-03-25,Laptop,Electronics,783.9896992069192,2.985151358168974,2342.6968825438416,Daniel Harris,Houston,Credit Card,Pending
ORD0248,05-03-25,T-Shirt,Clothing,21.83127477564449,1.9592443361766994,42.45574580781447,Chris White,Denver,Debit Card,Cancelled
ORD0138,11-02-25,Smartwatch,Electronics,144.4090327697874,4.752499011376608,711.3152436131987,John Doe,Los Angeles,Credit Card,Cancelled
ORD0136,11-02-25,Refrigerator,Home Appliances,1143.4021464426196,1.723043325402358,2375.1852893917617,Daniel Harris,San Francisco,PayPal,Cancelled
ORD0243,05-03-25,Running Shoes,Footwear,63.27755268504981,2.121263640918851,126.83561705860345,Chris White,Houston,Amazon Pay,Completed
ORD0024,24-03-25,Refrigerator,Home Appliances,1139.97643458024,2.740481292761399,3774.9129593456664,Chris White,Dallas,Credit Card,Cancelled
ORD0147,05-02-25,Running Shoes,Footwear,60.71813148758666,5.082066154957195,280.1821015866664,Jane Smith,Dallas,PayPal,Pending
ORD0202,21-02-25,Smartphone,Electronics,495.19128476731026,1.8402358726554278,975.1081373341406,Daniel Harris,Miami,Credit Card,Cancelled
ORD0242,08-03-25,Smartphone,Electronics,483.6609658374308,3.8120882161337186,1964.9333845973754,Chris White,Boston,Gift Card,Pending
ORD0171,28-02-25,Smartwatch,Electronics,159.62628520727438,1.9727149424789345,307.9617819113709,Daniel Harris,Houston,PayPal,Completed
ORD0153,23-02-25,Smartwatch,Electronics,160.53734789258732,5.07297363651975,770.2415694466953,Sophia Miller,San Francisco,PayPal,Pending
ORD0221,28-02-25,Washing Machine,Home Appliances,625.2891114968812,2.092716975646664,1156.7474599020238,Emily Johnson,Chicago,Gift Card,Cancelled
ORD0056,19-03-25,Smartwatch,Electronics,158.66353041229056,1.8868164371934908,268.8086111663454,Emma Clark,Dallas,Credit Card,Completed
ORD0159,16-02-25,T-Shirt,Clothing,20.11571128876042,1.9086423019048728,42.082449418876394,David Lee,Dallas,Gift Card,Cancelled
ORD0238,16-03-25,Headphones,Electronics,96.9597192913987,1.0561275953953178,98.56763113125912,Olivia Wilson,Denver,PayPal,Completed
ORD0224,18-03-25,Refrigerator,Home Appliances,1145.2389451818974,1.1478548604372016,1147.549952674227,Jane Smith,Miami,PayPal,Completed
ORD0181,03-03-25,Running Shoes,Footwear,55.241353784252276,2.0384624151379995,116.62534054250705,David Lee,Los Angeles,Debit Card,Cancelled
ORD0027,07-02-25,T-Shirt,Clothing,20.088589763213708,1.0869767626391225,19.417905295709158,Daniel Harris,New York,Amazon Pay,Pending
ORD0192,31-03-25,Headphones,Electronics,100.19936621314667,2.827571853665956,337.9908388922957,Sophia Miller,Dallas,Gift Card,Pending
ORD0088,06-02-25,Refrigerator,Home Appliances,1217.6863658060838,2.0171161613203035,2504.216627530899,Chris White,Seattle,Debit Card,Pending
ORD0172,12-03-25,Book,Books,15.122920029749205,1.0063840937754815,15.225542910801234,David Lee,Miami,Debit Card,Cancelled
ORD0154,01-03-25,Headphones,Electronics,99.73998417248745,2.0103071655823816,193.53359293807907,John Doe,Denver,Debit Card,Completed
ORD0137,20-03-25,Smartwatch,Electronics,153.66595885882933,3.0963606041704055,422.4927699966933,Sophia Miller,San Francisco,Debit Card,Completed
ORD0082,24-02-25,Smartphone,Electronics,522.0522088762074,3.266826796066291,1519.0431268946406,Jane Smith,Seattle,Debit Card,Cancelled
ORD0181,03-03-25,Running Shoes,Footwear,61.19760144219412,1.7699058752615635,125.60465104114843,David Lee,Los Angeles,Debit Card,Cancelled
ORD0105,16-03-25,Jeans,Clothing,42.43994056110343,1.0244474275772986,41.10935853095023,Jane Smith,Boston,Debit Card,Pending
ORD0095,17-02-25,Smartwatch,Electronics,149.0386824671082,4.334743386744518,578.9455619835857,Chris White,New York,Debit Card,Cancelled
ORD0219,17-02-25,Headphones,Electronics,94.47472595712453,3.0450374055435807,293.1788970701383,David Lee,Houston,PayPal,Cancelled
ORD0039,02-03-25,Laptop,Electronics,786.2343632742616,1.8959223737320579,1588.8661182551973,Olivia Wilson,San Francisco,PayPal,Completed
ORD0191,28-02-25,Jeans,Clothing,42.14746047022176,4.1527056366610795,171.8563062120461,John Doe,Seattle,Amazon Pay,Pending
ORD0003,15-02-25,Running Shoes,Footwear,58.83106910628328,2.0469326054390073,118.37528975183658,John Doe,Denver,Amazon Pay,Cancelled
ORD0170,28-02-25,Laptop,Electronics,863.8953025921552,1.0476982333107525,858.2164432890042,Emma Clark,San Francisco,Gift Card,Pending
ORD0073,20-02-25,Smartphone,Electronics,521.7330286022113,5.022734791850715,2737.959951484697,Emily Johnson,Miami,Credit Card,Cancelled
ORD0154,01-03-25,Headphones,Electronics,105.61745572055649,1.9710608379149879,205.47069607952727,John Doe,Denver,Debit Card,Completed
ORD0052,24-02-25,Laptop,Electronics,808.0356974222966,3.190320402848589,2220.7135217694886,John Doe,San Francisco,Credit Card,Pending
ORD0148,06-02-25,Headphones,Electronics,105.95003924239617,4.203631983425303,400.75673001484813,Emily Johnson,Los Angeles,Amazon Pay,Cancelled
ORD0245,04-02-25,Laptop,Electronics,753.6792856669964,1.0112308513459867,830.4994388834938,Michael Brown,Los Angeles,Credit Card,Cancelled
ORD0058,13-03-25,Smartphone,Electronics,453.0851462327838,0.9725512371923777,500.7296671925997,Jane Smith,Chicago,PayPal,Cancelled
ORD0174,13-03-25,Smartwatch,Electronics,159.368546459917,2.021326782097217,287.2663541032813,David Lee,Chicago,Debit Card,Pending
ORD0218,15-02-25,Headphones,Electronics,103.7030967765413,3.9729260458180247,381.81648338053475,Daniel Harris,New York,Gift Card,Cancelled
ORD0229,21-03-25,Running Shoes,Footwear,63.258009858397244,2.8948238229358916,182.57877323267368,Emma Clark,San Francisco,Credit Card,Pending
ORD0199,22-02-25,Smartphone,Electronics,500.4774459412148,2.723841332339388,1429.4377489276558,Chris White,Dallas,Credit Card,Completed
ORD0087,13-03-25,Running Shoes,Footwear,65.49719102663859,5.037526887099166,309.5657536104021,Emma Clark,Miami,Debit Card,Completed
ORD0009,08-03-25,T-Shirt,Clothing,18.290966811405642,3.2570805667158584,58.03571650024015,Sophia Miller,Boston,PayPal,Completed
ORD0066,14-03-25,Smartwatch,Electronics,141.45604547741644,1.9761681867297374,303.08762659843137,Michael Brown,Denver,PayPal,Pending
ORD0010,12-03-25,Smartphone,Electronics,497.4091960863457,0.9676233014862131,533.6409731560714,Emily Johnson,San Francisco,Credit Card,Cancelled
ORD0220,10-02-25,Smartwatch,Electronics,155.76283764522537,2.885283117829532,430.86047773387463,Michael Brown,Denver,Debit Card,Completed
ORD0245,04-02-25,Laptop,Electronics,847.7247661353738,1.0403178016985895,836.1521096268983,Michael Brown,Los Angeles,Credit Card,Cancelled
ORD0078,18-03-25,Smartwatch,Electronics,145.25727920073336,1.9951868833511153,289.6914354564356,Emma Clark,Los Angeles,Gift Card,Cancelled
ORD0101,20-02-25,Book,Books,15.712494528596498,4.703413099134358,75.21539134506358,John Doe,Denver,PayPal,Pending
ORD0137,20-03-25,Smartwatch,Electronics,147.3147363956126,2.8242301012459587,453.97984466968506,Sophia Miller,San Francisco,Debit Card,Completed
ORD0006,14-03-25,T-Shirt,Clothing,19.72740448276482,1.005265389609847,19.223309267275898,John Doe,Dallas,Credit Card,Pending
ORD0058,13-03-25,Smartphone,Electronics,510.1039270448946,0.9746402347919987,483.9961519334989,Jane Smith,Chicago,PayPal,Cancelled
ORD0207,21-03-25,Washing Machine,Home Appliances,569.4604710124938,0.9984143475818996,558.4007118104806,John Doe,Miami,Credit Card,Completed
ORD0166,30-03-25,Washing Machine,Home Appliances,546.0678234409075,3.94861966791795,2250.139354746152,Chris White,Houston,Credit Card,Pending
ORD0060,12-03-25,Book,Books,14.693966828965873,4.967568306931068,74.1454593531009,Jane Smith,Dallas,Credit Card,Pending
ORD0148,06-02-25,Headphones,Electronics,102.26278002752363,4.303804760634763,391.29571150682614,Emily Johnson,Los Angeles,Amazon Pay,Cancelled
ORD0119,16-03-25,Smartphone,Electronics,494.7295929783061,2.087556878429418,971.3635731563203,Chris White,Chicago,PayPal,Pending
ORD0197,12-03-25,Running Shoes,Footwear,60.40368165238169,1.9164010147923616,115.43905105890158,Michael Brown,Denver,Gift Card,Completed
ORD0052,24-02-25,Laptop,Electronics,795.3847012989108,3.084078821137721,2359.219827542271,John Doe,San Francisco,Credit Card,Pending
ORD0112,06-03-25,Washing Machine,Home Appliances,599.0607087398017,1.971121023273766,1104.165650848981,David Lee,Dallas,Gift Card,Cancelled
ORD0030,10-02-25,Washing Machine,Home Appliances,597.6995187340955,3.203701417475005,1753.0454825839993,Emily Johnson,Dallas,Gift Card,Cancelled
ORD0196,04-03-25,Headphones,Electronics,102.9084456250857,5.146566350606846,532.5282332224518,Daniel Harris,Seattle,Debit Card,Pending
ORD0106,15-03-25,T-Shirt,Clothing,20.48181355331678,2.8500046249905715,57.02305711732306,Olivia Wilson,Chicago,PayPal,Pending
ORD0138,11-02-25,Smartwatch,Electronics,152.43650449259485,4.34537639192373,716.7856114147583,John Doe,Los Angeles,Credit Card,Cancelled
ORD0099,18-02-25,Washing Machine,Home Appliances,622.7898581255521,5.012938954239591,2854.8204509259226,Michael Brown,Seattle,Debit Card,Completed
ORD0137,20-03-25,Smartwatch,Electronics,151.34447260336438,2.870402783635393,459.8047785295638,Sophia Miller,San Francisco,Debit Card,Completed
ORD0016,26-02-25,Refrigerator,Home Appliances,1232.9865642348236,0.9774422932222686,1319.3301435064966,John Doe,Boston,Credit Card,Cancelled
ORD0063,30-03-25,Smartphone,Electronics,492.21816869464135,5.176587563971895,2437.625285605865,Emma Clark,Miami,Gift Card,Completed
ORD0162,09-02-25,Smartphone,Electronics,531.2078335920867,2.021438379645936,988.489877549924,Olivia Wilson,Chicago,Credit Card,Completed
ORD0048,11-02-25,T-Shirt,Clothing,21.34003607757635,4.9932316054869315,100.57868912707298,Jane Smith,Denver,Amazon Pay,Completed
ORD0174,13-03-25,Smartwatch,Electronics,151.75054522615494,2.1093773635724884,305.80895051077925,David Lee,Chicago,Debit Card,Pending
ORD0162,09-02-25,Smartphone,Electronics,484.2438792636949,1.9884954290568533,999.7365324193206,Olivia Wilson,Chicago,Credit Card,Completed
ORD0104,22-02-25,Jeans,Clothing,37.5597172001109,4.876445683701332,205.9352720570316,Jane Smith,Dallas,Debit Card,Pending
ORD0002,20-03-25,Headphones,Electronics,109.49629242503316,4.404868642305549,418.54993434654926,Emily Johnson,San Francisco,Debit Card,Pending
ORD0181,03-03-25,Running Shoes,Footwear,59.82742268506493,2.094084377613249,115.61718234041201,David Lee,Los Angeles,Debit Card,Cancelled
ORD0155,05-02-25,Refrigerator,Home Appliances,1201.4487849415884,4.21145674622027,4738.188528366384,Sophia Miller,Seattle,Credit Card,Pending
ORD0162,09-02-25,Smartphone,Electronics,529.4054889857853,2.0419647303158586,989.0650133613926,Olivia Wilson,Chicago,Credit Card,Completed
ORD0156,16-03-25,Smartwatch,Electronics,157.17629272177734,4.146730042617828,579.0238402060908,Olivia Wilson,Miami,PayPal,Cancelled
ORD0011,17-02-25,Book,Books,14.581305315894184,2.0629560885642504,30.551463081120342,David Lee,Boston,Amazon Pay,Pending
ORD0060,12-03-25,Book,Books,14.865008260721684,5.013357511028046,73.57513314053288,Jane Smith,Dallas,Credit Card,Pending
ORD0248,05-03-25,T-Shirt,Clothing,20.948632090677926,2.261824259907986,40.19448915161228,Chris White,Denver,Debit Card,Cancelled
ORD0078,18-03-25,Smartwatch,Electronics,143.04189512625135,1.9758785296997035,310.23219762994177,Emma Clark,Los Angeles,Gift Card,Cancelled
ORD0072,07-03-25,Laptop,Electronics,847.7126930895502,2.978475056085237,2287.4400384090304,Daniel Harris,Houston,Credit Card,Pending
ORD0202,21-02-25,Smartphone,Electronics,475.6145116273436,1.8039152885865883,1051.2045095291758,Daniel Harris,Miami,Credit Card,Cancelled
ORD0105,16-03-25,Jeans,Clothing,40.82656982902134,1.033632590270954,40.93494621984506,Jane Smith,Boston,Debit Card,Pending
ORD0211,13-03-25,Smartphone,Electronics,515.6942949596024,0.9379158900057428,486.28197707851365,David Lee,Miami,Gift Card,Pending
ORD0063,30-03-25,Smartphone,Electronics,527.3671026615256,4.945614975306103,2448.775132563325,Emma Clark,Miami,Gift Card,Completed
ORD0052,24-02-25,Laptop,Electronics,852.5125664650698,3.2632407925773066,2208.179734938158,John Doe,San Francisco,Credit Card,Pending
ORD0233,20-02-25,Running Shoes,Footwear,58.90810463292331,1.0734468964096506,56.923499558889326,David Lee,Boston,PayPal,Cancelled
ORD0064,13-02-25,Refrigerator,Home Appliances,1197.1394347263727,3.6687071736409114,5180.918333008135,Emily Johnson,Denver,PayPal,Pending
ORD0191,28-02-25,Jeans,Clothing,43.803425612621076,4.089293928547777,163.73055075714544,John Doe,Seattle,Amazon Pay,Pending
ORD0013,01-03-25,Laptop,Electronics,806.0165390872069,2.0487672018041865,1636.4057788497835,Daniel Harris,San Francisco,Gift Card,Pending
ORD0194,20-02-25,Jeans,Clothing,37.679781610191945,4.048217808015682,161.30717148613013,John Doe,San Francisco,Debit Card,Cancelled
ORD0050,14-03-25,Jeans,Clothing,39.702595423483956,2.7493971513184996,127.17139042557214,John Doe,Boston,Gift Card,Completed
ORD0025,02-03-25,Book,Books,15.056180929892719,4.84339443255834,78.18945140590053,Sophia Miller,Seattle,Amazon Pay,Completed
ORD0106,15-03-25,T-Shirt,Clothing,21.633647353396736,2.7889268774367313,58.70194851596479,Olivia Wilson,Chicago,PayPal,Pending
ORD0166,30-03-25,Washing Machine,Home Appliances,603.9108685482906,3.8584515071550545,2340.8854151195933,Chris White,Houston,Credit Card,Pending
ORD0214,18-02-25,Smartwatch,Electronics,142.73657254225745,4.7737819508221895,767.6837138979486,Emily Johnson,Houston,Debit Card,Completed
ORD0003,15-02-25,Running Shoes,Footwear,59.45948771066392,1.9560154766924924,128.65459216336978,John Doe,Denver,Amazon Pay,Cancelled
ORD0105,16-03-25,Jeans,Clothing,38.31123685911812,0.9335225325985714,39.990466193733056,Jane Smith,Boston,Debit Card,Pending
ORD0182,02-04-25,T-Shirt,Clothing,20.494932647238436,5.057901011843597,98.24484724030623,Emma Clark,Denver,PayPal,Completed
ORD0037,16-02-25,Headphones,Electronics,99.64315113517037,2.972739055218274,272.31279388274857,Michael Brown,New York,Debit Card,Cancelled
ORD0169,06-03-25,Refrigerator,Home Appliances,1098.3534005561105,1.9993718074961353,2459.9412054940044,John Doe,Denver,PayPal,Completed
ORD0042,17-03-25,Headphones,Electronics,95.99235752319944,3.0363308805176006,319.20269318974334,Jane Smith,Chicago,Amazon Pay,Cancelled
ORD0089,26-03-25,Running Shoes,Footwear,63.286768259505585,4.936337981273781,303.44364076334176,Emma Clark,Los Angeles,Credit Card,Cancelled
ORD0021,05-02-25,Headphones,Electronics,99.1047836048117,2.7893257352134277,305.47759222472195,Chris White,Miami,Debit Card,Cancelled
ORD0012,13-03-25,Jeans,Clothing,42.19166642911593,4.203383782500074,149.11898358842333,Michael Brown,Dallas,Credit Card,Completed
ORD0020,07-03-25,Headphones,Electronics,98.69649735393017,3.7099079128204346,392.0777091545581,Olivia Wilson,Seattle,Debit Card,Pending
ORD0108,16-03-25,Headphones,Electronics,99.97854767232214,2.214809275745531,205.81383539127884,Daniel Harris,Miami,PayPal,Pending
ORD0249,08-03-25,Smartwatch,Electronics,157.66663754681383,2.8460175912497983,465.5586482382317,Emily Johnson,New York,Debit Card,Cancelled
ORD0234,08-03-25,Book,Books,15.213134560825662,0.9612961423475449,14.657560911483376,Jane Smith,Miami,Amazon Pay,Cancelled
ORD0242,08-03-25,Smartphone,Electronics,479.6070077199265,3.6434968503621787,2151.5933721846977,Chris White,Boston,Gift Card,Pending
ORD0102,28-02-25,Smartphone,Electronics,528.2009333482126,2.0151791034031823,902.5893963588547,David Lee,Boston,PayPal,Pending
ORD0022,07-03-25,Refrigerator,Home Appliances,1243.6575526906095,3.9060400975845218,4704.654226836572,Olivia Wilson,Houston,Credit Card,Pending
ORD0179,25-03-25,Jeans,Clothing,41.77065675241466,1.0483674214035326,36.661157887524254,Olivia Wilson,Seattle,PayPal,Cancelled
ORD0185,22-03-25,T-Shirt,Clothing,20.615511644872907,1.0018667065339337,19.183099812668374,Chris White,Dallas,Debit Card,Completed
ORD0036,09-02-25,Refrigerator,Home Appliances,1204.785966169945,2.0269402268438683,2441.801764426938,Sophia Miller,Boston,PayPal,Cancelled
ORD0079,09-03-25,Running Shoes,Footwear,64.36002508757646,1.9008972680062897,115.99408586192303,Emily Johnson,Denver,Gift Card,Cancelled
ORD0092,15-03-25,Smartphone,Electronics,502.68329262989886,1.9116688438104514,1011.3482121358412,Olivia Wilson,Boston,PayPal,Cancelled
ORD0115,21-03-25,Running Shoes,Footwear,56.14295571429326,2.9712400495971076,196.2534967199425,Olivia Wilson,Miami,Amazon Pay,Completed
ORD0083,28-02-25,Washing Machine,Home Appliances,577.8133948091797,3.9341569876601192,2441.1252403738426,Emma Clark,Houston,Gift Card,Cancelled
ORD0238,16-03-25,Headphones,Electronics,106.97323561114264,1.026615258381365,99.62552975242596,Olivia Wilson,Denver,PayPal,Completed
ORD0133,23-02-25,Laptop,Electronics,789.0223024631654,1.0207358739759178,791.1635941691362,Emily Johnson,New York,Amazon Pay,Pending
ORD0176,27-03-25,Book,Books,14.159015259001908,1.0305023894895042,15.208437733826333,Michael Brown,Boston,Amazon Pay,Completed
ORD0020,07-03-25,Headphones,Electronics,96.70101572468428,4.411744110977688,395.9660538388807,Olivia Wilson,Seattle,Debit Card,Pending
ORD0036,09-02-25,Refrigerator,Home Appliances,1177.1949737260652,1.9897253571079576,2294.9619862357886,Sophia Miller,Boston,PayPal,Cancelled
ORD0094,25-03-25,Jeans,Clothing,38.49885877202222,4.907415517153872,216.65766438753954,Daniel Harris,Seattle,Credit Card,Cancelled
ORD0011,17-02-25,Book,Books,14.989791915925563,1.9022786972144847,29.56773965734158,David Lee,Boston,Amazon Pay,Pending
ORD0067,31-03-25,Headphones,Electronics,101.7899199186038,3.0000003242988678,282.18215664321826,Chris White,New York,Debit Card,Pending
ORD0038,26-03-25,Laptop,Electronics,805.2908588651087,3.097104601936462,2498.152983054054,Olivia Wilson,Chicago,Amazon Pay,Completed
ORD0055,15-03-25,Jeans,Clothing,40.04748436452067,2.0501722680382266,75.33566908968633,Sophia Miller,Dallas,PayPal,Completed
ORD0117,27-02-25,T-Shirt,Clothing,19.890049866479277,0.9267563153357415,20.49768291071102,Daniel Harris,New York,Credit Card,Completed
